COID,name,copolymer_type,CUID_1,monomer_1_name,SMILES_1,CUID_2,monomer_2_name,SMILES_2,ratio_1,ratio_unit,Tg_C,Tg_method,Mn,Mw,reference,sample_id,notes
P900001,poly[(acrylic acid)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,97,mol%,-42,DSC,,417600,"Kim, Hyun-Joong; Mizumachi, Hiroshi,Journal of Applied Polymer Science,58,10,1891-1899,1995",0014863-001-002-001,
P900002,poly[(acrylic acid)-co-(ethyl acrylate)],U,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,86,wt%,15,DMA,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",0014878-032-001-001,
P900002,poly[(acrylic acid)-co-(ethyl acrylate)],U,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,90,wt%,2,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",0014878-039-001-001,
P900002,poly[(acrylic acid)-co-(ethyl acrylate)],U,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,77,wt%,28,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",0014878-039-002-001,
P900002,poly[(acrylic acid)-co-(ethyl acrylate)],U,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,CU040001,PAA,*C(C(=O)O)C*,55,wt%,42,DSC,,,"Bott, R. H.; Kuphal, J. A.; Robeson, L. M.; Sagl, D.,Journal of Applied Polymer Science,58,9,1593-1605,1995",0014878-039-003-001,
P900003,poly[ethene-co-(acrylic acid)],U,CU040001,PAA,*C(C(=O)O)C*,CU010001,PE,*C*,,,-24,DSC,,,"Fawcett, A. H.; McNally, T.,Macromolecular Materials and Engineering,286,2,126-137,2001",0023400-002-001-001,
P900003,poly[ethene-co-(acrylic acid)],U,CU040001,PAA,*C(C(=O)O)C*,CU010001,PE,*C*,,,-6,DSC,,,"Fawcett, A. H.; McNally, T.,Macromolecular Materials and Engineering,286,2,126-137,2001",0023400-003-001-001,
P900003,poly[ethene-co-(acrylic acid)],U,CU040001,PAA,*C(C(=O)O)C*,CU010001,PE,*C*,,,0,DSC,,,"Fawcett, A. H.; McNally, T.,Macromolecular Materials and Engineering,286,2,126-137,2001",0023400-004-001-001,
P900003,poly[ethene-co-(acrylic acid)],U,CU040001,PAA,*C(C(=O)O)C*,CU010001,PE,*C*,,,-7,DSC,,,"Fawcett, A. H.; McNally, T.,Macromolecular Materials and Engineering,286,2,126-137,2001",0023400-005-001-001,
P900003,poly[ethene-co-(acrylic acid)],U,CU040001,PAA,*C(C(=O)O)C*,CU010001,PE,*C*,7,wt%,14,DMA,,,"Wakabayashi, Katsuyuki; Register, Richard A.,Polymer,46,20,8838-8845,2005",0030284-002-001-001,
P900003,poly[ethene-co-(acrylic acid)],U,CU040001,PAA,*C(C(=O)O)C*,CU010001,PE,*C*,12.5,wt%,11,DMA,,,"Wakabayashi, Katsuyuki; Register, Richard A.,Polymer,46,20,8838-8845,2005",0030284-002-002-001,
P900003,poly[ethene-co-(acrylic acid)],U,CU040001,PAA,*C(C(=O)O)C*,CU010001,PE,*C*,20,wt%,24,DMA,,,"Wakabayashi, Katsuyuki; Register, Richard A.,Polymer,46,20,8838-8845,2005",0030284-002-003-001,
P900005,poly[acrylonitrile-co-(ethyl acrylate)],U,CU030010,PAN,*C(C#N)C*,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,80,wt%,91,DSC,,,"Penzel, E.; Rieger, J.; Schneider, H. A.,Polymer,38,2,325-337,1997",0020270-024-002-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,98,wt%,103,DSC,,204000,"Fernandes, A. C.; Barlow, J. M.; Paul, D. R.,Polymer,27,11,1788-1798,1986",0001308-005-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,94.5,wt%,107,DSC,,,"Fernandes, A. C.; Barlow, J. M.; Paul, D. R.,Polymer,27,11,1788-1798,1986",0001308-008-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,88.5,wt%,104,DSC,,,"Fernandes, A. C.; Barlow, J. M.; Paul, D. R.,Polymer,27,11,1788-1798,1986",0001308-011-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,83.8,wt%,108,DSC,,,"Fernandes, A. C.; Barlow, J. M.; Paul, D. R.,Polymer,27,11,1788-1798,1986",0001308-014-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,62,mol%,99,DSC,,,"Yoshida, Hirohisa; Kobayashi, Yasuji,Sen'i Gakkaishi,39,4,T146,1983",0011133-001-002-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,90,wt%,106,DMA,,,"Daly, John H.; Guest, Martin J.; Hayward, David; Pethrick, Richard A.,Polymer Communications,31,8,325-329,1990",0012229-001-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,84,wt%,107,DMA,,,"Daly, John H.; Guest, Martin J.; Hayward, David; Pethrick, Richard A.,Polymer Communications,31,8,325-329,1990",0012229-001-002-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,75,wt%,107,DMA,,,"Daly, John H.; Guest, Martin J.; Hayward, David; Pethrick, Richard A.,Polymer Communications,31,8,325-329,1990",0012229-001-003-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,89.6,wt%,108.2,DSC,,123000,"Vanneste, M.; Groeninckx, G.,Polymer,35,1,162-167,1994",0013498-005-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,95,wt%,111.8,DSC,71000,,"Vanneste, M.; Groeninckx, G.,Polymer,35,1,162-167,1994",0013498-002-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,85,wt%,113.2,DSC,,124000,"Vanneste, M.; Groeninckx, G.,Polymer,35,1,162-167,1994",0013498-008-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,83.1,wt%,108.6,DSC,,185000,"Vanneste, M.; Groeninckx, G.,Polymer,35,1,162-167,1994",0013498-011-001-001,
P900007,poly(acrylonitrile-co-styrene),U,CU020001,PS,*CC(c1ccccc1)*,CU030010,PAN,*C(C#N)C*,71,wt%,109.2,DSC,,94000,"Vanneste, M.; Groeninckx, G.,Polymer,35,1,162-167,1994",0013498-014-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,96.1,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-001-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,93.5,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-003-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,5.9,mol%,85.5,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-005-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,11.3,mol%,72.5,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-010-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,22.8,mol%,48.9,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-008-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,23.3,mol%,48,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-011-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,14.0,mol%,66.2,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-013-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,24.1,mol%,46.4,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-014-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,15.5,mol%,63.1,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-016-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,24.7,mol%,45.8,DSC,,,"Pan, Ting Chung; Kuo, Jen Feng; Chen, Chuh Yung,Polymer Engineering and Science,31,12,916-923,1991",0012702-017-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,48.8,mol%,13.8,DSC,,,"Fernandez-Garcia, M.; Cuervo-Rodriguez, R.; Madruga, E. L.,Journal of Polymer Science, Part B: Polymer Physics,37,17,2512-2520,1999",0021447-001-002-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,31.5,mol%,52,DSC,,,"Fernandez-Garcia, M.; Cuervo-Rodriguez, R.; Madruga, E. L.,Journal of Polymer Science, Part B: Polymer Physics,37,17,2512-2520,1999",0021447-001-003-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,48.0,mol%,9.4,DSC,,,"Fernandez-Garcia, M.; Cuervo-Rodriguez, R.; Madruga, E. L.,Journal of Polymer Science, Part B: Polymer Physics,37,17,2512-2520,1999",0021447-002-002-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,30.4,mol%,52.1,DSC,,,"Fernandez-Garcia, M.; Cuervo-Rodriguez, R.; Madruga, E. L.,Journal of Polymer Science, Part B: Polymer Physics,37,17,2512-2520,1999",0021447-002-003-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,27,DSC,92965,,"Heng, Lee Yook; Hall, Elizabeth A. H.,Analytica Chimica Acta,403,1/2,77-89,2000",0022211-002-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,-29,DSC,128147,,"Heng, Lee Yook; Hall, Elizabeth A. H.,Analytica Chimica Acta,403,1/2,77-89,2000",0022211-008-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,-37,DSC,92965,,"Heng, Lee Yook; Hall, Elizabeth A. H.,Analytica Chimica Acta,403,1/2,77-89,2000",0022211-011-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,-19.7,PALS (positron annihilation life time spectra) measurement,,,"Debowska, M.; Piglowski, J.; Suzuki, T.; Rudzinska-Girulska, J.; Slusarczyk, Cz.; Binias, W.,Materials Science Forum, 445-446,Positron Annihilation,277-279,2004",0028766-002-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,10.5,DMA,,,"Colombini, Didier; Hassander, Helen; Karlsson, Ola J.; Maurer, Frans H. J.,Macromolecules,37,18,6865-6873,2004",0028880-001-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,3,DSC,,,"Colombini, Didier; Hassander, Helen; Karlsson, Ola J.; Maurer, Frans H. J.,Macromolecules,37,18,6865-6873,2004",0028880-001-002-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,18.7,DSC,,,"Lin, Mingtao; Chu, Fuxiang; Guyot, Alain; Putaux, Jean-Luc; Bourgeat-Lami, Elodie,Polymer,46,4,1331-1337,2005",0031082-001-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,20,,96,DMA,,,"Mekhilef, Nafaa; Hong, Sheng,Annual Technical Conference - Society of Plastics Engineers,63rd,3357-3361,2005",0034410-001-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,23.0,mol%,95.7,DMA,,,"Mekhilef, Nafaa; Hong, Sheng; Carrington, Courtney; Davis, Benjamin,Journal of Vinyl & Additive Technology,12,3,143-150,2006",0037095-001-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,12.0,mol%,126.7,DMA,,,"Mekhilef, Nafaa; Hong, Sheng; Carrington, Courtney; Davis, Benjamin,Journal of Vinyl & Additive Technology,12,3,143-150,2006",0037095-001-003-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,42,DMA,,,"Diaconu, Gabriela; Paulis, Maria; Leiza, Jose R.,Polymer,49,10,2444-2454,2008",0038651-003-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,38.3,DMA,,,"Diaconu, Gabriela; Asua, Jose M.; Paulis, Maria; Leiza, Jose R.,Macromolecular Symposia,259,Polymer Reaction Engineering--International Workshop, 2007,305-317,2007",0039148-001-001-001,
P900008,poly[(methyl methacrylate)-co-(butyl acrylate)],U,CU040006,PBA,CCCCOC(=O)C(C*)*,CU040048,PMMA,*C(C(=O)OC)(C*)C,,,39.5,DMA,,,"Diaconu, Gabriela; Asua, Jose M.; Paulis, Maria; Leiza, Jose R.,Macromolecular Symposia,259,Polymer Reaction Engineering--International Workshop, 2007,305-317,2007",0039148-002-001-001,
P900009,poly[(methacrylic acid)-co-(ethyl acrylate)],U,CU040003,poly(ethyl acrylate),CCOC(=O)C(C*)*,CU040047,poly(methacrylic acid),*C(C(=O)O)(C*)C,1,,130,Modulated temp. DSC,,,"Moustafine, Rouslan I.; Zaharov, Igor M.; Kemenova, Vera A.,European Journal of Pharmaceutics and Biopharmaceutics,63,1,26-36,2006",0033694-001-001-001,
P900010,poly(6-aminocaproic acid-co-hexamethylene adipamide),U,CU100004,N6,*CCCCCC(=O)N*,CU100005,N66,*CCCCCCNC(=O)CCCCC(=O)N*,80,,51.1,DSC,,,"Venkataramani, Sriram; Lee, Jae Heung; Park, Min Gyoo; Kim, Sung Chul,Journal of Macromolecular Science, Part A: Pure and Applied Chemistry,46,1,65-73,2009",0041290-005-001-001,
P900010,poly(6-aminocaproic acid-co-hexamethylene adipamide),U,CU100004,N6,*CCCCCC(=O)N*,CU100005,N66,*CCCCCCNC(=O)CCCCC(=O)N*,80,,50,DSC,,,"Venkataramani, Sriram; Lee, Jae Heung; Park, Min Gyoo; Kim, Sung Chul,Journal of Macromolecular Science, Part A: Pure and Applied Chemistry,46,1,65-73,2009",0041290-006-001-001,
P900010,poly(6-aminocaproic acid-co-hexamethylene adipamide),U,CU100004,N6,*CCCCCC(=O)N*,CU100005,N66,*CCCCCCNC(=O)CCCCC(=O)N*,10,,99,DMA,,,"Ong, Eng Seong; Kim, Yunghoon; Williams, H. Leverne,Journal of Applied Polymer Science,31,2,367-383,1986",0079224-017-001-001,
P900011,poly[(hexano-6-lactam)-co-(dodecano-12-lactam)],U,CU100004,N6,*CCCCCC(=O)N*,CU100025,PA 12,*CCCCCCCCCCCC(=O)N*,25,mol%,31.8,DTA,,,"Arvanitoyannis, I.; Psomiadou, E.,Journal of Applied Polymer Science,51,11,1883-1899,1994",0014145-005-001-002,
P900011,poly[(hexano-6-lactam)-co-(dodecano-12-lactam)],U,CU100004,N6,*CCCCCC(=O)N*,CU100025,PA 12,*CCCCCCCCCCCC(=O)N*,25,mol%,33,DTA,,,"Arvanitoyannis, I.; Psomiadou, E.,Journal of Applied Polymer Science,51,11,1883-1899,1994",0014145-006-001-002,
P900011,poly[(hexano-6-lactam)-co-(dodecano-12-lactam)],U,CU100004,N6,*CCCCCC(=O)N*,CU100025,PA 12,*CCCCCCCCCCCC(=O)N*,25,mol%,34.5,DTA,,,"Arvanitoyannis, I.; Psomiadou, E.,Journal of Applied Polymer Science,51,11,1883-1899,1994",0014145-007-001-002,
P900011,poly[(hexano-6-lactam)-co-(dodecano-12-lactam)],U,CU100004,N6,*CCCCCC(=O)N*,CU100025,PA 12,*CCCCCCCCCCCC(=O)N*,50,mol%,23.4,DTA,,,"Arvanitoyannis, I.; Psomiadou, E.,Journal of Applied Polymer Science,51,11,1883-1899,1994",0014145-009-001-002,
P900011,poly[(hexano-6-lactam)-co-(dodecano-12-lactam)],U,CU100004,N6,*CCCCCC(=O)N*,CU100025,PA 12,*CCCCCCCCCCCC(=O)N*,50,mol%,25.2,DTA,,,"Arvanitoyannis, I.; Psomiadou, E.,Journal of Applied Polymer Science,51,11,1883-1899,1994",0014145-010-001-002,
P900011,poly[(hexano-6-lactam)-co-(dodecano-12-lactam)],U,CU100004,N6,*CCCCCC(=O)N*,CU100025,PA 12,*CCCCCCCCCCCC(=O)N*,50,mol%,27,DTA,,,"Arvanitoyannis, I.; Psomiadou, E.,Journal of Applied Polymer Science,51,11,1883-1899,1994",0014145-011-001-002,
P900011,poly[(hexano-6-lactam)-co-(dodecano-12-lactam)],U,CU100004,N6,*CCCCCC(=O)N*,CU100025,PA 12,*CCCCCCCCCCCC(=O)N*,50,mol%,28.4,DTA,,,"Arvanitoyannis, I.; Psomiadou, E.,Journal of Applied Polymer Science,51,11,1883-1899,1994",0014145-012-001-002,
P900011,poly[(hexano-6-lactam)-co-(dodecano-12-lactam)],U,CU100004,N6,*CCCCCC(=O)N*,CU100025,PA 12,*CCCCCCCCCCCC(=O)N*,75,mol%,35.1,DTA,,,"Arvanitoyannis, I.; Psomiadou, E.,Journal of Applied Polymer Science,51,11,1883-1899,1994",0014145-013-001-002,
P900012,"poly{poly(dimethylsiloxane)-ran-poly[1,4-phenylenebis(dimethylsilanol)]}",U,CU170031,PDMS,*O[Si](C)(C)*,CU170064,"poly[alpha,alpha,alpha',alpha'-tetramethylbenzene-1,4-disilanol]",*O[Si](c1ccc(cc1)[Si](C)(C)*)(C)C,10,wt%,-39,DSC,,,"Okui, N.; Li, H. M.; Magill, J. H.,Polymer,19,411-415,1978",0071318-001-002-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,6.2,mol%,-43,Adiabatic calorimeter,,,"Van Miltenburg, J. C.; Mathot, V. B. F.; Van Ekeren, P. J.; Ionescu, L. D.,Journal of Thermal Analysis and Calorimetry,56,3,1017-1023,1999",0022352-001-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,9.27,mol%,-49,Modulated DSC,,,"Cerrada, Maria L.; Benavente, Rosario; Perez, Ernesto; Moniz-Santos, Jorge; Ribeiro, M. Rosario,Polymer,42,16,7197-7202,2001",0023140-001-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,9.27,mol%,-47,DSC,,,"Cerrada, Maria L.; Benavente, Rosario; Perez, Ernesto; Moniz-Santos, Jorge; Ribeiro, M. Rosario,Polymer,42,16,7197-7202,2001",0023140-002-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,9.27,mol%,-45.5,DSC,,,"Cerrada, Maria L.; Benavente, Rosario; Perez, Ernesto; Moniz-Santos, Jorge; Ribeiro, M. Rosario,Polymer,42,16,7197-7202,2001",0023140-005-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,39,wt%,-33,DMA,,,"Ray, Sudip; Bhowmick, Anil K.,Rubber Chemistry and Technology,74,5,835-845,2001",0025330-001-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,39,wt%,-32,DMA,,,"Ray, Sudip; Bhowmick, Anil K.,Rubber Chemistry and Technology,74,5,835-845,2001",0025330-002-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,39,wt%,-30,DMA,,,"Ray, Sudip; Bhowmick, Anil K.,Rubber Chemistry and Technology,74,5,835-845,2001",0025330-003-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,39,wt%,-29,DMA,,,"Ray, Sudip; Bhowmick, Anil K.,Rubber Chemistry and Technology,74,5,835-845,2001",0025330-005-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,12.3,mol%,-42,DMA,,,"Chang, A.; Cheung, Y. W.; Hiltner, A.; Baer, E.,Journal of Polymer Science, Part B: Polymer Physics,40,1,142-152,2001",0025848-002-001-002,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,14.7,mol%,-40,DMA,,,"Chang, A.; Cheung, Y. W.; Hiltner, A.; Baer, E.,Journal of Polymer Science, Part B: Polymer Physics,40,1,142-152,2001",0025848-002-002-002,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,13.2,mol%,-58,DSC,,,"Anderson, Kelly S.; Lim, Shawn H.; Hillmyer, Marc A.,Journal of Applied Polymer Science,89,14,3757-3768,2003",0026443-003-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,24,wt%,-40,DMA,,,"Arostegui, A.; Nazabal, J.,Polymer,44,18,5227-5237,2003",0026446-003-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,25,mol%,-51,[NR],,,"Davies, Geoff R.; Yamwong, Teerapon; Voice, Alison M.,Proceedings of SPIE,4695,Electroactive Polymer Actuators and Devices ,111-119,2002",0027265-003-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,,,-43.5,DMA,,,"Kontopoulou, Marianna; Huang, Leo C.,Journal of Applied Polymer Science,94,3,881-889,2004",0028683-003-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,9.3,mol%,-51,DMA,,,"Cerrada, M. L.; Laguna, M. F.; Benavente, R.; Perez, E.,Polymer,45,1,171-179,2004",0029766-002-001-002,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,15,mol%,-14,DMA,,,"Niaounakis, M.; Kontou, E.,Journal of Polymer Science, Part B: Polymer Physics,43,13,1712-1727,2005",0030538-002-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,1.57,mol%,-32,DMA,,,"Piel, C.; Starck, P.; Seppala, J. V.; Kaminsky, W.,Journal of Polymer Science, Part A: Polymer Chemistry,44,5,1600-1612,2006",0034231-002-001-001,
P900014,poly[ethene-co-(oct-1-ene)],U,CU010040,poly(oct-1-ene),CCCCCCC(C*)*,CU010001,PE,*C*,3.25,mol%,-37.7,DMA,,,"Piel, C.; Starck, P.; Seppala, J. V.; Kaminsky, W.,Journal of Polymer Science, Part A: Polymer Chemistry,44,5,1600-1612,2006",0034231-002-002-001,
